id,filename,org,doc,year,url,topic,pages
165,az-Microwaving food in plastic： Dangerous or not？.pdf,哈佛医学院健康出版社 (Harvard Health Publishing),Microwaving food in plastic: Dangerous or not?,2021,https://www.health.harvard.edu/healthy-aging-and-longevity/microwaving-food-in-plastic-dangerous-or-not,癌症预防/防癌谣言,1-5
166,"az-Rumors, Myths, and Truths.pdf",美国癌症协会 (ACS),"Rumors, Myths, and Truths",2024,https://pressroom.cancer.org/index.php?s=20296,癌症预防/防癌谣言,1-3
167,az-Miracle cancer cures： Ask for evidence.pdf,英国癌症研究中心 (Cancer Research UK),Miracle cancer cures: Ask for evidence,2013,https://news.cancerresearchuk.org/2013/09/13/miracle-cancer-cures-ask-for-evidence/,癌症预防/防癌谣言,1-2
168,az-Skip the Antibacterial Soap; Use Plain Soap and Water.pdf,美国食品药品监督管理局 (FDA),Skip the Antibacterial Soap; Use Plain Soap and Water,2016,https://www.fda.gov/consumers/consumer-updates/skip-antibacterial-soap-use-plain-soap-and-water,癌症预防/防癌谣言,3-13
169,az-Teflon and Perfluorooctanoic Acid (PFOA).pdf,美国癌症协会 (ACS),Teflon and Perfluorooctanoic Acid (PFOA),2024,https://www.cancer.org/cancer/risk-prevention/chemicals/teflon-and-perfluorooctanoic-acid-pfoa.html,癌症预防/防癌谣言,1-2
170,az-Antioxidants and Cancer Prevention.pdf,美国国家癌症研究所 (NCI),Antioxidants and Cancer Prevention,2017,https://www.cancer.gov/about-cancer/causes-prevention/risk/diet/antioxidants-fact-sheet,癌症预防/防癌谣言,2-5
171,az-Garlic consumption and colorectal cancer risk in US adults： a large prospective cohort study.pdf,NCI (CDAS) / Frontiers in Nutrition,Garlic consumption and colorectal cancer risk in US adults: a large prospective cohort study,2023,https://cdas.cancer.gov/publications/1810/,癌症预防/防癌谣言,1-6
172,az-Tobacco： E-cigarettes Q&A.pdf,世界卫生组织 (WHO),Tobacco: E-cigarettes Q&A,2024,https://www.who.int/news-room/questions-and-answers/item/tobacco-e-cigarettes,癌症预防/防癌谣言,1-2
173,az-Aristolochic Acids Fact Sheet.pdf,美国国家癌症研究所 (NCI),Aristolochic Acids Fact Sheet,2022,https://www.cancer.gov/about-cancer/causes-prevention/risk/substances/aristolochic-acids,癌症预防/防癌谣言,1-3
181,who-Appropriate complementary feeding.pdf,WHO (世界卫生组织),Appropriate complementary feeding,,https://www.who.int/tools/elena/interventions/complementary-feeding,WHO营养干预,1-2
182,who-Assessment for nutrition-related disorders in women during pregnancy.pdf,WHO (世界卫生组织),Assessment for nutrition-related disorders in women during pregnancy,,https://www.who.int/tools/elena/interventions/assessment-methods-pregnancy,WHO营养干预,
183,who-Balanced energy and protein supplementation during pregnancy.pdf,WHO (世界卫生组织),Balanced energy and protein supplementation during pregnancy,,https://www.who.int/tools/elena/interventions/energy-protein-pregnancy,WHO营养干预,
184,who-Breastfeeding education for increased breastfeeding duration.pdf,WHO (世界卫生组织),Breastfeeding education for increased breastfeeding duration,,https://www.who.int/tools/elena/interventions/breastfeeding-education,WHO营养干预,
185,who-Calcium supplementation before pregnancy for the prevention of pre-eclampsia and its complications.pdf,WHO (世界卫生组织),Calcium supplementation before pregnancy for the prevention of pre-eclampsia and its complications,,https://www.who.int/tools/elena/interventions/calcium-prepregnancy,WHO营养干预,
186,who-Calcium supplementation during pregnancy to reduce the risk of pre-eclampsia.pdf,WHO (世界卫生组织),Calcium supplementation during pregnancy to reduce the risk of pre-eclampsia,,https://www.who.int/tools/elena/interventions/calcium-pregnancy,WHO营养干预,
187,who-Continued breastfeeding for healthy growth and development of children.pdf,WHO (世界卫生组织),Continued breastfeeding for healthy growth and development of children,,https://www.who.int/tools/elena/interventions/continued-breastfeeding,WHO营养干预,
188,who-Creating an environment in care facilities that supports breastfeeding.pdf,WHO (世界卫生组织),Creating an environment in care facilities that supports breastfeeding,,https://www.who.int/tools/elena/interventions/breastfeeding-care-facilities,WHO营养干预,
189,who-Daily iron and folic acid supplementation during pregnancy.pdf,WHO (世界卫生组织),Daily iron and folic acid supplementation during pregnancy,,https://www.who.int/tools/elena/interventions/daily-iron-pregnancy,WHO营养干预,
190,who-Daily iron supplementation in adult women and adolescent girls.pdf,WHO (世界卫生组织),Daily iron supplementation in adult women and adolescent girls,,https://www.who.int/tools/elena/interventions/daily-iron-women,WHO营养干预,
191,who-Daily iron supplementation in children 24–59 months of age.pdf,WHO (世界卫生组织),Daily iron supplementation in children 24–59 months of age,,https://www.who.int/tools/elena/interventions/iron-children-24to59,WHO营养干预,
192,who-Daily iron supplementation in children 6-23 months of age.pdf,WHO (世界卫生组织),Daily iron supplementation in children 6-23 months of age,,https://www.who.int/tools/elena/interventions/iron-children-6to23,WHO营养干预,
193,who-Daily iron supplementation in children and adolescents 5–12 years of age.pdf,WHO (世界卫生组织),Daily iron supplementation in children and adolescents 5–12 years of age,,https://www.who.int/tools/elena/interventions/iron-children-5to12,WHO营养干预,
194,who-Early initiation of breastfeeding to promote exclusive breastfeeding.pdf,WHO (世界卫生组织),Early initiation of breastfeeding to promote exclusive breastfeeding,,https://www.who.int/tools/elena/interventions/early-breastfeeding,WHO营养干预,
195,"who-Exclusive breastfeeding for optimal growth, development and health of infants.pdf",WHO (世界卫生组织),"Exclusive breastfeeding for optimal growth, development and health of infants",,https://www.who.int/tools/elena/interventions/exclusive-breastfeeding,WHO营养干预,
196,who-Exclusive breastfeeding to reduce the risk of childhood overweight and obesity.pdf,WHO (世界卫生组织),Exclusive breastfeeding to reduce the risk of childhood overweight and obesity,,https://www.who.int/tools/elena/interventions/breastfeeding-childhood-obesity,WHO营养干预,
197,who-Feeding of infants unable to breastfeed directly in care facilities.pdf,WHO (世界卫生组织),Feeding of infants unable to breastfeed directly in care facilities,,https://www.who.int/tools/elena/interventions/breastfeeding-inability,WHO营养干预,
198,who-High-protein supplementation during pregnancy.pdf,WHO (世界卫生组织),High-protein supplementation during pregnancy,,https://www.who.int/tools/elena/interventions/high-protein-pregnancy,WHO营养干预,
199,who-Increasing fruit and vegetable consumption to reduce the risk of noncommunicable diseases.pdf,WHO (世界卫生组织),Increasing fruit and vegetable consumption to reduce the risk of noncommunicable diseases,,https://www.who.int/tools/elena/interventions/fruit-vegetables-ncds,WHO营养干预,
200,who-Increasing potassium intake to control blood pressure in children.pdf,WHO (世界卫生组织),Increasing potassium intake to control blood pressure in children,,https://www.who.int/tools/elena/interventions/potassium-bp-children,WHO营养干预,
201,who-Increasing potassium intake to reduce blood pressure and risk of cardiovascular diseases in adults.pdf,WHO (世界卫生组织),Increasing potassium intake to reduce blood pressure and risk of cardiovascular diseases in adults,,https://www.who.int/tools/elena/interventions/potassium-cvd-adults,WHO营养干预,
202,who-Intermittent iron and folic acid supplementation during pregnancy.pdf,WHO (世界卫生组织),Intermittent iron and folic acid supplementation during pregnancy,,https://www.who.int/tools/elena/interventions/intermittent-iron-pregnancy,WHO营养干预,
203,who-Intermittent iron and folic acid supplementation in adult women and adolescent girls.pdf,WHO (世界卫生组织),Intermittent iron and folic acid supplementation in adult women and adolescent girls,,https://www.who.int/tools/elena/interventions/iron-women,WHO营养干预,
204,who-Intermittent iron supplementation in preschool and school-age children.pdf,WHO (世界卫生组织),Intermittent iron supplementation in preschool and school-age children,,https://www.who.int/tools/elena/interventions/iron-intermittent-children,WHO营养干预,
205,who-Iodine supplementation in pregnant and lactating women.pdf,WHO (世界卫生组织),Iodine supplementation in pregnant and lactating women,,https://www.who.int/tools/elena/interventions/iodine-pregnancy,WHO营养干预,
206,who-Iron supplementation with or without folic acid to reduce the risk of postpartum anaemia.pdf,WHO (世界卫生组织),Iron supplementation with or without folic acid to reduce the risk of postpartum anaemia,,https://www.who.int/tools/elena/interventions/iron-postpartum,WHO营养干预,
207,who-Limiting portion sizes to reduce the risk of childhood overweight and obesity.pdf,WHO (世界卫生组织),Limiting portion sizes to reduce the risk of childhood overweight and obesity,,https://www.who.int/tools/elena/interventions/portion-childhood-obesity,WHO营养干预,
208,who-Marine oil supplementation during pregnancy.pdf,WHO (世界卫生组织),Marine oil supplementation during pregnancy,,https://www.who.int/tools/elena/interventions/fish-oil-pregnancy,WHO营养干预,
209,who-Multiple micronutrient powders for point-of-use fortification of foods consumed by children 2–12 years of age.pdf,WHO (世界卫生组织),Multiple micronutrient powders for point-of-use fortification of foods consumed by children 2–12 years of age,,https://www.who.int/tools/elena/interventions/micronutrientpowder-children,WHO营养干预,
210,who-Multiple micronutrient powders for point-of-use fortification of foods consumed by children 6–23 months of age.pdf,WHO (世界卫生组织),Multiple micronutrient powders for point-of-use fortification of foods consumed by children 6–23 months of age,,https://www.who.int/tools/elena/interventions/micronutrientpowder-infants,WHO营养干预,
211,who-Multiple micronutrient powders for point-of-use fortification of foods consumed by pregnant women.pdf,WHO (世界卫生组织),Multiple micronutrient powders for point-of-use fortification of foods consumed by pregnant women,,https://www.who.int/tools/elena/interventions/micronutrientpowder-pregnancy,WHO营养干预,
212,who-Multiple micronutrient supplementation during pregnancy.pdf,WHO (世界卫生组织),Multiple micronutrient supplementation during pregnancy,,https://www.who.int/tools/elena/interventions/micronutrients-pregnancy,WHO营养干预,
213,who-Nutrition counselling during pregnancy.pdf,WHO (世界卫生组织),Nutrition counselling during pregnancy,,https://www.who.int/tools/elena/interventions/nutrition-counselling-pregnancy,WHO营养干预,
214,who-Periconceptional folic acid supplementation to prevent neural tube defects.pdf,WHO (世界卫生组织),Periconceptional folic acid supplementation to prevent neural tube defects,,https://www.who.int/tools/elena/interventions/folate-periconceptional,WHO营养干预,
215,who-Reducing consumption of sugar-sweetened beverages to reduce the risk of childhood overweight and obesity.pdf,WHO (世界卫生组织),Reducing consumption of sugar-sweetened beverages to reduce the risk of childhood overweight and obesity,,https://www.who.int/tools/elena/interventions/ssbs-childhood-obesity,WHO营养干预,
216,who-Reducing consumption of sugar-sweetened beverages to reduce the risk of unhealthy weight gain in adults.pdf,WHO (世界卫生组织),Reducing consumption of sugar-sweetened beverages to reduce the risk of unhealthy weight gain in adults,,https://www.who.int/tools/elena/interventions/ssbs-adult-weight,WHO营养干预,
217,who-Reducing free sugars intake in adults to reduce the risk of noncommunicable diseases.pdf,WHO (世界卫生组织),Reducing free sugars intake in adults to reduce the risk of noncommunicable diseases,,https://www.who.int/tools/elena/interventions/free-sugars-adults-ncds,WHO营养干预,
218,who-Reducing free sugars intake in children to reduce the risk of noncommunicable diseases.pdf,WHO (世界卫生组织),Reducing free sugars intake in children to reduce the risk of noncommunicable diseases,,https://www.who.int/tools/elena/interventions/free-sugars-children-ncds,WHO营养干预,
219,who-Reducing sodium intake to control blood pressure in children.pdf,WHO (世界卫生组织),Reducing sodium intake to control blood pressure in children,,https://www.who.int/tools/elena/interventions/sodium-bp-children,WHO营养干预,
220,who-Reducing sodium intake to reduce blood pressure and risk of cardiovascular diseases in adults.pdf,WHO (世界卫生组织),Reducing sodium intake to reduce blood pressure and risk of cardiovascular diseases in adults,,https://www.who.int/tools/elena/interventions/sodium-cvd-adults,WHO营养干预,
221,who-Restricting caffeine intake during pregnancy.pdf,WHO (世界卫生组织),Restricting caffeine intake during pregnancy,,https://www.who.int/tools/elena/interventions/caffeine-pregnancy,WHO营养干预,
222,who-Supplemental nutrition with dietary advice for older people affected by undernutrition.pdf,WHO (世界卫生组织),Supplemental nutrition with dietary advice for older people affected by undernutrition,,https://www.who.int/tools/elena/interventions/nutrition-older-people,WHO营养干预,
223,who-Supplementary feeding in community settings for promoting child growth.pdf,WHO (世界卫生组织),Supplementary feeding in community settings for promoting child growth,,https://www.who.int/tools/elena/interventions/child-growth,WHO营养干预,
224,who-Supplementary foods for the management of moderate acute malnutrition in children aged 6–59 months.pdf,WHO (世界卫生组织),Supplementary foods for the management of moderate acute malnutrition in children aged 6–59 months,,https://www.who.int/tools/elena/interventions/food-children-mam,WHO营养干预,
225,who-Support for mothers to initiate and establish breastfeeding after childbirth.pdf,WHO (世界卫生组织),Support for mothers to initiate and establish breastfeeding after childbirth,,https://www.who.int/tools/elena/interventions/breastfeeding-support,WHO营养干预,
226,who-Vitamin A fortification of staple foods.pdf,WHO (世界卫生组织),Vitamin A fortification of staple foods,,https://www.who.int/tools/elena/interventions/vitamina-fortification,WHO营养干预,
227,who-Vitamin A supplementation during pregnancy.pdf,WHO (世界卫生组织),Vitamin A supplementation during pregnancy,,https://www.who.int/tools/elena/interventions/vitamina-pregnancy,WHO营养干预,
228,who-Vitamin A supplementation in children with respiratory infections.pdf,WHO (世界卫生组织),Vitamin A supplementation in children with respiratory infections,,https://www.who.int/tools/elena/interventions/vitamina-pneumonia-children,WHO营养干预,
229,who-Vitamin A supplementation in infants 1–5 months of age.pdf,WHO (世界卫生组织),Vitamin A supplementation in infants 1–5 months of age,,https://www.who.int/tools/elena/interventions/vitamina-infants,WHO营养干预,
230,who-Vitamin A supplementation in infants and children 6–59 months of age.pdf,WHO (世界卫生组织),Vitamin A supplementation in infants and children 6–59 months of age,,https://www.who.int/tools/elena/interventions/vitamina-children,WHO营养干预,
231,who-Vitamin A supplementation in postpartum women.pdf,WHO (世界卫生组织),Vitamin A supplementation in postpartum women,,https://www.who.int/tools/elena/interventions/vitamina-postpartum,WHO营养干预,
232,who-Vitamin B6 supplementation during pregnancy.pdf,WHO (世界卫生组织),Vitamin B6 supplementation during pregnancy,,https://www.who.int/tools/elena/interventions/vitaminb6-pregnancy,WHO营养干预,
233,who-Vitamin D supplementation and respiratory infections in children.pdf,WHO (世界卫生组织),Vitamin D supplementation and respiratory infections in children,,https://www.who.int/tools/elena/interventions/vitamind-pneumonia-children,WHO营养干预,
234,who-Vitamin D supplementation during pregnancy.pdf,WHO (世界卫生组织),Vitamin D supplementation during pregnancy,,https://www.who.int/tools/elena/interventions/vitamind-supp-pregnancy,WHO营养干预,
235,who-Vitamin D supplementation in infants.pdf,WHO (世界卫生组织),Vitamin D supplementation in infants,,https://www.who.int/tools/elena/interventions/vitamind-infants,WHO营养干预,
236,who-Vitamin E and C supplementation during pregnancy.pdf,WHO (世界卫生组织),Vitamin E and C supplementation during pregnancy,,https://www.who.int/tools/elena/interventions/vitaminsec-pregnancy,WHO营养干预,
237,who-Zinc supplementation and growth in children.pdf,WHO (世界卫生组织),Zinc supplementation and growth in children,,https://www.who.int/tools/elena/interventions/zinc-stunting,WHO营养干预,
238,who-Zinc supplementation during pregnancy.pdf,WHO (世界卫生组织),Zinc supplementation during pregnancy,,https://www.who.int/tools/elena/interventions/zinc-pregnancy,WHO营养干预,
239,who-Zinc supplementation in children with respiratory infections.pdf,WHO (世界卫生组织),Zinc supplementation in children with respiratory infections,,https://www.who.int/tools/elena/interventions/zinc-pneumonia-children,WHO营养干预,
240,who-Zinc supplementation in the management of diarrhoea.pdf,WHO (世界卫生组织),Zinc supplementation in the management of diarrhoea,,https://www.who.int/tools/elena/interventions/zinc-diarrhoea,WHO营养干预,
241,who-Biofortification of staple crops.pdf,WHO (世界卫生组织),Biofortification of staple crops,,https://www.who.int/tools/elena/interventions/biofortification,WHO营养干预,
242,who-Breastfeeding of low-birth-weight infants.pdf,WHO (世界卫生组织),Breastfeeding of low-birth-weight infants,,https://www.who.int/tools/elena/interventions/supplementary-feeding,WHO营养干预,
243,who-Conditional cash transfer programmes and nutritional status.pdf,WHO (世界卫生组织),Conditional cash transfer programmes and nutritional status,,https://www.who.int/tools/elena/interventions/cash-transfer,WHO营养干预,
244,who-Cup-feeding for low-birth-weight infants unable to fully breastfeed.pdf,WHO (世界卫生组织),Cup-feeding for low-birth-weight infants unable to fully breastfeed,,https://www.who.int/tools/elena/interventions/cupfeeding-infants,WHO营养干预,
245,who-Daily iron and folic acid supplementation during pregnancy in malaria-endemic areas.pdf,WHO (世界卫生组织),Daily iron and folic acid supplementation during pregnancy in malaria-endemic areas,,https://www.who.int/tools/elena/interventions/daily-iron-pregnancy-malaria,WHO营养干预,
246,who-Daily iron supplementation in children 24–59 months of age in malaria-endemic areas.pdf,WHO (世界卫生组织),Daily iron supplementation in children 24–59 months of age in malaria-endemic areas,,https://www.who.int/tools/elena/interventions/iron-children-24to59-malaria,WHO营养干预,
247,who-Daily iron supplementation in children 6-23 months of age in malaria-endemic areas.pdf,WHO (世界卫生组织),Daily iron supplementation in children 6-23 months of age in malaria-endemic areas,,https://www.who.int/tools/elena/interventions/iron-children-6to23-malaria,WHO营养干预,
248,who-Daily iron supplementation in children and adolescents 5–12 years of age in malaria-endemic areas.pdf,WHO (世界卫生组织),Daily iron supplementation in children and adolescents 5–12 years of age in malaria-endemic areas,,https://www.who.int/tools/elena/interventions/iron-children-5to12-malaria,WHO营养干预,
249,who-Demand feeding for low-birth-weight infants.pdf,WHO (世界卫生组织),Demand feeding for low-birth-weight infants,,https://www.who.int/tools/elena/interventions/demandfeeding-infants,WHO营养干预,
250,who-Deworming in children.pdf,WHO (世界卫生组织),Deworming in children,,https://www.who.int/tools/elena/interventions/deworming,WHO营养干预,
251,who-Deworming in non-pregnant adolescent girls and women of reproductive age.pdf,WHO (世界卫生组织),Deworming in non-pregnant adolescent girls and women of reproductive age,,https://www.who.int/tools/elena/interventions/deworming-women,WHO营养干预,
252,who-Deworming in pregnant women.pdf,WHO (世界卫生组织),Deworming in pregnant women,,https://www.who.int/tools/elena/interventions/deworming-pregnancy,WHO营养干预,
253,who-Donor human milk for low-birth-weight infants.pdf,WHO (世界卫生组织),Donor human milk for low-birth-weight infants,,https://www.who.int/tools/elena/interventions/donormilk-infants,WHO营养干预,
254,who-Feeding of very-low-birth-weight infants.pdf,WHO (世界卫生组织),Feeding of very-low-birth-weight infants,,https://www.who.int/tools/elena/interventions/feeding-vlbw-infants,WHO营养干预,
255,who-Fluid management in severely malnourished children under 5 years of age with shock.pdf,WHO (世界卫生组织),Fluid management in severely malnourished children under 5 years of age with shock,,https://www.who.int/tools/elena/interventions/shock-sam,WHO营养干预,
256,who-Fluid management in severely malnourished children under 5 years of age without shock.pdf,WHO (世界卫生组织),Fluid management in severely malnourished children under 5 years of age without shock,,https://www.who.int/tools/elena/interventions/dehydration-sam,WHO营养干预,
257,who-Fortification of maize flour and corn meal.pdf,WHO (世界卫生组织),Fortification of maize flour and corn meal,,https://www.who.int/tools/elena/interventions/maize-fortification,WHO营养干预,
258,who-Fortification of rice.pdf,WHO (世界卫生组织),Fortification of rice,,https://www.who.int/tools/elena/interventions/rice-fortification,WHO营养干预,
259,who-Fortification of wheat flour.pdf,WHO (世界卫生组织),Fortification of wheat flour,,https://www.who.int/tools/elena/interventions/wheat-flour-fortification,WHO营养干预,
260,who-Identification of severe acute malnutrition in children 6–59 months of age.pdf,WHO (世界卫生组织),Identification of severe acute malnutrition in children 6–59 months of age,,https://www.who.int/tools/elena/interventions/sam-identification,WHO营养干预,
261,who-Identification of severe acute malnutrition in infants under 6 months of age.pdf,WHO (世界卫生组织),Identification of severe acute malnutrition in infants under 6 months of age,,https://www.who.int/tools/elena/interventions/sam-identification-infants,WHO营养干预,
262,who-Identification of severe acute malnutrition requiring inpatient care in children 6–59 months of age.pdf,WHO (世界卫生组织),Identification of severe acute malnutrition requiring inpatient care in children 6–59 months of age,,https://www.who.int/tools/elena/interventions/sam-identification-inpatient,WHO营养干预,
263,who-Implementation of the Baby-friendly Hospital Initiative.pdf,WHO (世界卫生组织),Implementation of the Baby-friendly Hospital Initiative,,https://www.who.int/tools/elena/interventions/implementation-bfhi,WHO营养干预,
264,who-Infant feeding for the prevention of mother-to-child transmission of HIV.pdf,WHO (世界卫生组织),Infant feeding for the prevention of mother-to-child transmission of HIV,,https://www.who.int/tools/elena/interventions/hiv-infant-feeding,WHO营养干预,
265,who-Infant feeding in areas of Zika virus transmission.pdf,WHO (世界卫生组织),Infant feeding in areas of Zika virus transmission,,https://www.who.int/tools/elena/interventions/zika-breastfeeding,WHO营养干预,
266,who-Insecticide-treated nets to reduce the risk of malaria in pregnant women.pdf,WHO (世界卫生组织),Insecticide-treated nets to reduce the risk of malaria in pregnant women,,https://www.who.int/tools/elena/interventions/bednets-malaria-pregnancy,WHO营养干预,
267,who-Intermittent iron and folic acid supplementation during pregnancy in malaria-endemic areas.pdf,WHO (世界卫生组织),Intermittent iron and folic acid supplementation during pregnancy in malaria-endemic areas,,https://www.who.int/tools/elena/interventions/intermittent-iron-pregnancy-malaria,WHO营养干预,
268,who-Intermittent iron and folic acid supplementation in adult women and adolescent girls in malaria-endemic areas.pdf,WHO (世界卫生组织),Intermittent iron and folic acid supplementation in adult women and adolescent girls in malaria-endemic areas,,https://www.who.int/tools/elena/interventions/iron-women-malaria,WHO营养干预,
269,who-Intermittent iron supplementation in preschool and school-age children in malaria-endemic areas.pdf,WHO (世界卫生组织),Intermittent iron supplementation in preschool and school-age children in malaria-endemic areas,,https://www.who.int/tools/elena/interventions/iron-intermittent-children-malaria,WHO营养干预,
270,who-Intermittent preventative treatment to reduce the risk of malaria during pregnancy.pdf,WHO (世界卫生组织),Intermittent preventative treatment to reduce the risk of malaria during pregnancy,,https://www.who.int/tools/elena/interventions/iptp-pregnancy,WHO营养干预,
271,who-Iodization of salt for the prevention and control of iodine deficiency disorders.pdf,WHO (世界卫生组织),Iodization of salt for the prevention and control of iodine deficiency disorders,,https://www.who.int/tools/elena/interventions/salt-iodization,WHO营养干预,
272,who-Iron supplementation with or without folic acid to reduce the risk of postpartum anaemia in malaria-endemic areas.pdf,WHO (世界卫生组织),Iron supplementation with or without folic acid to reduce the risk of postpartum anaemia in malaria-endemic areas,,https://www.who.int/tools/elena/interventions/iron-postpartum-malaria,WHO营养干预,
273,who-Kangaroo mother care to reduce morbidity and mortality in low-birth-weight infants.pdf,WHO (世界卫生组织),Kangaroo mother care to reduce morbidity and mortality in low-birth-weight infants,,https://www.who.int/tools/elena/interventions/kangaroo-care-infants,WHO营养干预,
274,who-Management of HIV-infected children under 5 years of age with severe acute malnutrition.pdf,WHO (世界卫生组织),Management of HIV-infected children under 5 years of age with severe acute malnutrition,,https://www.who.int/tools/elena/interventions/hiv-sam,WHO营养干预,
275,who-Management of infants under 6 months of age with severe acute malnutrition.pdf,WHO (世界卫生组织),Management of infants under 6 months of age with severe acute malnutrition,,https://www.who.int/tools/elena/interventions/sam-infants,WHO营养干预,
276,who-Management of moderate undernutrition in individuals with active tuberculosis.pdf,WHO (世界卫生组织),Management of moderate undernutrition in individuals with active tuberculosis,,https://www.who.int/tools/elena/interventions/mam-tuberculosis,WHO营养干预,
277,who-Management of severe acute malnutrition in children 6–59 months of age with oedema.pdf,WHO (世界卫生组织),Management of severe acute malnutrition in children 6–59 months of age with oedema,,https://www.who.int/tools/elena/interventions/oedema-sam,WHO营养干预,
278,who-Management of severe acute malnutrition in individuals with active tuberculosis.pdf,WHO (世界卫生组织),Management of severe acute malnutrition in individuals with active tuberculosis,,https://www.who.int/tools/elena/interventions/sam-tuberculosis,WHO营养干预,
279,who-Micronutrient intake in children with severe acute malnutrition.pdf,WHO (世界卫生组织),Micronutrient intake in children with severe acute malnutrition,,https://www.who.int/tools/elena/interventions/micronutrients-sam,WHO营养干预,
280,who-Micronutrient supplementation in HIV-infected women during pregnancy.pdf,WHO (世界卫生组织),Micronutrient supplementation in HIV-infected women during pregnancy,,https://www.who.int/tools/elena/interventions/micronutrients-hiv-pregnancy,WHO营养干预,
281,who-Micronutrient supplementation in individuals with active tuberculosis.pdf,WHO (世界卫生组织),Micronutrient supplementation in individuals with active tuberculosis,,https://www.who.int/tools/elena/interventions/micronutrients-tuberculosis,WHO营养干预,
282,who-Micronutrient supplementation in low-birth-weight and very-low-birth-weight infants.pdf,WHO (世界卫生组织),Micronutrient supplementation in low-birth-weight and very-low-birth-weight infants,,https://www.who.int/tools/elena/interventions/supplementation-lbw-infants,WHO营养干预,
283,who-Mother’s milk for low-birth-weight infants.pdf,WHO (世界卫生组织),Mother’s milk for low-birth-weight infants,,https://www.who.int/tools/elena/interventions/mothersmilk-infants,WHO营养干预,
284,who-Nutrition assessment and counselling in individuals with active tuberculosis.pdf,WHO (世界卫生组织),Nutrition assessment and counselling in individuals with active tuberculosis,,https://www.who.int/tools/elena/interventions/nutrition-tuberculosis,WHO营养干预,
285,who-Nutrition counselling for adolescents and adults with HIV／AIDS.pdf,WHO (世界卫生组织),Nutrition counselling for adolescents and adults with HIV/AIDS,,https://www.who.int/tools/elena/interventions/nutrition-hiv,WHO营养干预,
286,who-Nutritional care of children and adults with Ebola virus disease in treatment centres.pdf,WHO (世界卫生组织),Nutritional care of children and adults with Ebola virus disease in treatment centres,,https://www.who.int/tools/elena/interventions/nutrition-ebola,WHO营养干预,
287,who-Nutritional care of HIV-infected children.pdf,WHO (世界卫生组织),Nutritional care of HIV-infected children,,https://www.who.int/tools/elena/interventions/nutrition-hiv-children,WHO营养干预,
288,who-Optimal timing of cord clamping for the prevention of iron deficiency anaemia in infants.pdf,WHO (世界卫生组织),Optimal timing of cord clamping for the prevention of iron deficiency anaemia in infants,,https://www.who.int/tools/elena/interventions/cord-clamping,WHO营养干预,
289,who-Reducing the impact of marketing of foods and non-alcoholic beverages on children.pdf,WHO (世界卫生组织),Reducing the impact of marketing of foods and non-alcoholic beverages on children,,https://www.who.int/tools/elena/interventions/food-marketing-children,WHO营养干预,
290,who-Regulation of marketing breast-milk substitutes.pdf,WHO (世界卫生组织),Regulation of marketing breast-milk substitutes,,https://www.who.int/tools/elena/interventions/regulation-breast-milk-substitutes,WHO营养干预,
291,who-Standard formula for low-birth-weight infants following hospital discharge.pdf,WHO (世界卫生组织),Standard formula for low-birth-weight infants following hospital discharge,,https://www.who.int/tools/elena/interventions/formula-infants,WHO营养干预,
292,who-Therapeutic feeding of children 6–59 months of age with severe acute malnutrition and acute or persistent diarrhoea.pdf,WHO (世界卫生组织),Therapeutic feeding of children 6–59 months of age with severe acute malnutrition and acute or persistent diarrhoea,,https://www.who.int/tools/elena/interventions/diarrhoea-sam,WHO营养干预,
293,who-Transition feeding of children 6–59 months of age with severe acute malnutrition.pdf,WHO (世界卫生组织),Transition feeding of children 6–59 months of age with severe acute malnutrition,,https://www.who.int/tools/elena/interventions/transition-feeding-sam,WHO营养干预,
294,who-Treatment of hypoglycaemia in children with severe acute malnutrition.pdf,WHO (世界卫生组织),Treatment of hypoglycaemia in children with severe acute malnutrition,,https://www.who.int/tools/elena/interventions/hypoglycaemia-sam,WHO营养干预,
295,who-Treatment of hypothermia in children with severe acute malnutrition.pdf,WHO (世界卫生组织),Treatment of hypothermia in children with severe acute malnutrition,,https://www.who.int/tools/elena/interventions/hypothermia-sam,WHO营养干预,
296,who-Use of antibiotics in the outpatient management of children 6-59 months of age with severe acute malnutrition.pdf,WHO (世界卫生组织),Use of antibiotics in the outpatient management of children 6-59 months of age with severe acute malnutrition,,https://www.who.int/tools/elena/interventions/antibiotics-sam,WHO营养干预,
297,who-Use of ferritin concentrations to assess iron status in individuals and populations.pdf,WHO (世界卫生组织),Use of ferritin concentrations to assess iron status in individuals and populations,,https://www.who.int/tools/elena/interventions/ferritin-concentrations,WHO营养干预,
298,who-Vitamin A supplementation in children 6–59 months of age with severe acute malnutrition.pdf,WHO (世界卫生组织),Vitamin A supplementation in children 6–59 months of age with severe acute malnutrition,,https://www.who.int/tools/elena/interventions/vitamina-sam,WHO营养干预,
299,who-Vitamin A supplementation in HIV-infected adults.pdf,WHO (世界卫生组织),Vitamin A supplementation in HIV-infected adults,,https://www.who.int/tools/elena/interventions/vitamina-hiv-adults,WHO营养干预,
300,who-Vitamin A supplementation in HIV-infected infants and children 6–59 months of age.pdf,WHO (世界卫生组织),Vitamin A supplementation in HIV-infected infants and children 6–59 months of age,,https://www.who.int/tools/elena/interventions/vitamina-children-hiv,WHO营养干预,
